branch_id,latitude,longitude,districtName,branchName,GTV2024,AOV2024,Bill2024,total_revenue,total_qty,transaction_count,performance_score,Category,dist_to_sudirman_cbd,dist_to_blok_m,dist_to_pondok_indah,dist_to_kemang,dist_to_senayan,dist_to_nearest_landmark,competitors_0.5km,same_category_competitors_0.5km,competitor_revenue_0.5km,competition_intensity_0.5km,competitors_1.0km,same_category_competitors_1.0km,competitor_revenue_1.0km,competition_intensity_1.0km,competitors_2.0km,same_category_competitors_2.0km,competitor_revenue_2.0km,competition_intensity_2.0km
918,-6.22467327,106.82917697,Setia Budi,Bach Coffee,3051474531.0,87880.49796965,34723.0,2074249337.216,156492.0,20264,0.4598404920932107,Coffee and Hot Beverages,4.044392174606479,4.073223469730455,8.317056315284361,7.242534212744276,3.4311712453632732,3.4311712453632732,4,0,12205898124.0,2441179624.8,23,3,65344559124.259995,2722689963.5108333,50,6,98579818184.26001,1932937611.4560785
925,-6.22308947,106.8232977,Setia Budi,Mini Monster Kuningan,3051474531.0,87880.49796965,34723.0,564283474.374,54092.0,12990,0.441375290300084,Fresh Juices,3.3976787632837664,3.6340341628718082,7.879087067691064,7.031442305369204,2.7993542263308404,2.7993542263308404,17,0,51875067027.0,2881948168.1666665,24,0,73235388744.0,2929415549.76,50,0,105110363697.08002,2060987523.4721572
998,-6.28863326,106.82445353,Pasar Minggu,BROWNFOX WAFFLE AND COFFEE,30594000.0,63870.56367432,479.0,675630957.5056,20692.0,8410,0.02843370415541923,Breakfast,7.911595798784149,5.825214766562153,6.982413760990883,3.911543756865606,7.468207096831521,3.911543756865606,1,0,30594000.0,15297000.0,1,0,30594000.0,15297000.0,8,0,352198000.0,39133111.11111111
1008,-6.26581331,106.80793258,Cilandak,Sate DOMBUD Antasari,84317000.0,39035.64814815,2160.0,2237483500.0,74970.0,16394,0.05085759720886855,Comfort Food,4.865246804166033,2.7353883246233326,4.65594522694104,2.307466689206073,4.487915797524913,2.307466689206073,1,0,631796986.63,315898493.315,12,0,1918973986.63,147613383.5869231,30,1,5680783933.150001,183251094.61774194
1014,-6.30644061,106.83988182,Jagakarsa,Sate Dombud Tanjung Barat,36182000.0,20675.42857143,1750.0,803426080.0,23868.0,4564,0.015023967407373998,Comfort Food,10.455289103512131,8.403516222381892,9.37501904126372,6.2883168922431425,9.978949248091709,6.2883168922431425,2,0,72364000.0,24121333.333333332,3,0,102958000.0,25739500.0,3,0,102958000.0,25739500.0
1018,-6.22366639,106.82340138,Setia Budi,Sate Dombud Lotte Shopping,3051474531.0,87880.49796965,34723.0,488749750.0,14886.0,3234,0.4275937685490491,Comfort Food,3.4066715580103373,3.6040792182059684,7.850851841582435,6.98259691451162,2.803102699680507,2.803102699680507,16,0,48823592496.0,2871976029.1764708,21,0,64080965151.0,2912771143.2272725,49,0,104478566710.45,2089571334.2089999
1022,-6.22367705,106.82339065,Setia Budi,Miss Thai Boat Noodle Lotte Shopping,3051474531.0,87880.49796965,34723.0,298820000.0,7814.0,2800,0.42592956503418494,Others,3.405450216597055,3.6024203971294964,7.849199133322974,6.980974257714146,2.801794718390895,2.801794718390895,16,3,48823592496.0,2871976029.1764708,21,3,64080965151.0,2912771143.2272725,49,8,104478566710.45,2089571334.2089999
1054,-6.2271727,106.8045159,Kebayoran Baru,Orasa - D8,631796986.63,405517.96317715,1558.0,35031102837.5,420833.0,59549,0.4587151535145855,Thai Main Dishes,1.3463400916361363,1.9558998793514957,5.998105762168161,5.793798382338061,0.7016728932059386,0.7016728932059386,3,0,1895390959.8899999,473847739.97249997,12,0,7581563839.56,583197218.4276923,32,0,39063412940.490005,1183739786.0754547
1065,-6.2242462,106.84223673,Tebet,Jittlada - Kokas,165329450.0,62083.90912505,2663.0,7486051967.0,116990.0,16924,0.0976740805678166,Thai Appetizers and Salads,5.489785860151235,5.386709746627295,9.588539024846845,8.207776639666253,4.876955678485663,4.876955678485663,15,1,5366086831.0,335380426.9375,15,1,5366086831.0,335380426.9375,31,7,34919598833.26,1091237463.539375
1095,-6.24110992,106.84534774,Tebet,Bakmie HoLiaw Tebet,165329450.0,62083.90912505,2663.0,1010462200.0,29804.0,5786,0.04594291544245728,Asian Noodles,6.113916102728492,5.303113568507737,9.190394392354946,7.267433019735592,5.462713730327609,5.303113568507737,2,0,330658900.0,110219633.33333333,5,0,826647250.0,137774541.66666666,19,0,3312352650.0,165617632.5
1132,-6.2874744,106.8068338,Cilandak,Bakmie Jemar,84317000.0,39035.64814815,2160.0,251573000.0,11914.0,4263,0.023061705769387146,Asian Noodles,7.1318579072919315,4.982968218880071,5.159986371598378,2.073109624264373,6.819715981098983,2.073109624264373,0,0,0.0,0.0,4,0,337268000.0,67453600.0,18,0,1302814000.0,68569157.89473684
1232,-6.2421406,106.8492688,Tebet,Bakso Mantan Pacar - Tebet,165329450.0,62083.90912505,2663.0,56049400.0,3712.0,1886,0.03522668676650811,Combo and Set Meals,6.562096588778181,5.732674513508172,9.575521560041986,7.57162407295992,5.910930474158217,5.732674513508172,4,0,661317800.0,132263560.0,6,0,991976700.0,141710957.14285713,10,0,1824387600.0,165853418.1818182
1238,-6.23852971,106.85154523,Tebet,Ben Kopitiam,165329450.0,62083.90912505,2663.0,631113270.0,22426.0,7312,0.045894771797812345,Other Beverages,6.700031148270059,6.007099621425524,9.929780333633186,7.997210934285176,6.051396048405743,6.007099621425524,3,0,495988350.0,123997087.5,6,0,991976700.0,141710957.14285713,21,0,3471918450.0,157814475.0
1280,-6.2607844,106.8123187,Mampang Prapatan,Sour Sally Kemang Village,120286000.0,23158.64458991,5194.0,1496910971.6424,78322.0,9470,0.04481173951828286,Others,4.559181439115719,2.5283975299325867,5.163917162912381,3.0289028394743034,4.108894231693756,2.5283975299325867,10,3,1202860000.0,109350909.0909091,14,4,2159545986.63,143969732.442,27,6,7070272893.040001,252509746.18000004
1360,-6.26365817,106.79528671,Cilandak,Bloomery Patisserie Haji Nawi,84317000.0,39035.64814815,2160.0,5601991279.64,190841.0,52619,0.11940515056933428,Cake and Desserts,4.332732633109488,2.2536562936979267,3.260502503872839,1.633764840741149,4.131795187510253,1.633764840741149,2,1,716113986.63,238704662.21,2,1,716113986.63,238704662.21,26,1,7407313879.67,274344958.5062963
1386,-6.26365817,106.79528671,Cilandak,Bloomery Event,84317000.0,39035.64814815,2160.0,205075170.3,10703.0,1897,0.019560683831964937,Cake and Desserts,4.332732633109488,2.2536562936979267,3.260502503872839,1.633764840741149,4.131795187510253,1.633764840741149,2,1,716113986.63,238704662.21,2,1,716113986.63,238704662.21,26,1,7407313879.67,274344958.5062963
1420,-6.2312938,106.8099531,Kebayoran Baru,BCL - BMCC,631796986.63,405517.96317715,1558.0,39216100.0,1694.0,1113,0.18157322105721865,Bakery Items,2.0561043417005274,1.9226647830484815,6.1531925105875285,5.555552204041216,1.4061106505859098,1.4061106505859098,2,0,1263593973.26,421197991.08666664,15,1,11896632343.819996,743539521.4887497,51,1,79080664245.63997,1520782004.7238455
1435,-6.25524286,106.81346966,Mampang Prapatan,BMART KEMANG OFFICE,120286000.0,23158.64458991,5194.0,1823126189.0,57582.0,11658,0.04964499706449232,Alcoholic Beverages,4.101741023145142,2.20142369691895,5.381954612995566,3.5313212232504423,3.607391959497377,2.20142369691895,3,0,360858000.0,90214500.0,11,0,1323146000.0,110262166.66666667,33,2,13104697759.339996,385432287.03941166
